,1. Wikipedia movie ID,2. Freebase movie ID,3. Movie name,4. Movie release date,5. Movie box office revenue,6. Movie runtime,7. Movie languages (Freebase ID:name tuples),8. Movie countries (Freebase ID:name tuples),9. Movie genres (Freebase ID:name tuples),bechdel_score
34697,9856437,/m/02pt_fv,Redline,2007-04-13,8267379.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01jfsb"": ""Thriller"", ""/m/0ltv"": ""Auto racing""}",3
34711,1057284,/m/04282l,Gidget,1959-04-10,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3mw3"": ""Beach Film""}",3
34743,326982,/m/01w8g3,Calendar Girls,2003-08-09,96542059.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",3
34791,14478278,/m/03m3xm8,Planet 51,2009-11-14,105432013.0,91.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",1
34812,3615688,/m/09q3hd,Bordertown,2006-05-18,,112.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",3
34817,2046012,/m/06h9zj,Creepshow 2,1987-05-01,14000000.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",3
34833,10440784,/m/02qd6kv,Sydney White,2007-09-21,,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",3
34841,18711572,/m/04ght41,Kidnap,2008-10-02,,149.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",3
34850,19868108,/m/04q6dvg,Nancy Drew and the Hidden Staircase,1939-09-09,,60.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vjs6"": ""Detective"", ""/m/02n4kr"": ""Mystery"", ""/m/028v3"": ""Detective fiction"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",3
34856,224487,/m/01gq0s,Ali G Indahouse,2002-03-22,25936616.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/05mrx8"": ""Political satire"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/0bbc17"": ""Gross out"", ""/m/03v6qx"": ""Stoner film""}",1
34873,8469182,/m/0274kv_,Animal Farm,1999-10-03,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/01z4y"": ""Comedy""}",0
34880,31839140,/m/0gy9d1j,Jack,2011,,,{},{},"{""/m/01jfsb"": ""Thriller""}",2
34894,1676282,/m/05mk_y,Fair Game,1995-11-03,11534477.0,91.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure""}",3
34895,36534974,/m/0kdy118,Noah,2014-03-28,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy""}",3
34938,162446,/m/015kyr,Cadet Kelly,2002-03-08,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",3
34941,3196291,/m/08yjqn,Bad,1977,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0vgkd"": ""Black comedy"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",3
34942,73937,/m/0jskj,Gun Crazy,1949,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02xh1"": ""Film noir""}",3
34968,3223932,/m/08_hmr,Bridesmaids,1989,,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",3
35004,216072,/m/01fmys,Home Alone,1990-11-10,476684675.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",3
35025,1428676,/m/050slq,Kes,1970-06-19,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/06_vsc"": ""British New Wave"", ""/m/060__y"": ""Film adaptation""}",1
35043,1150634,/m/04bn37,Diner,1982-03-05,14099953.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01j1n2"": ""Coming of age""}",1
35051,1441031,/m/051tnm,High Art,1998-01-21,1929168.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mry"": ""Addiction Drama"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3
35081,399725,/m/023q01,Orgazmo,1997-09-06,602302.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy""}",1
35105,1287385,/m/04q827,Million Dollar Baby,2004-12-15,216763646.0,133.0,"{""/m/03x42"": ""Irish"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/0fx2s"": ""Tragedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01cgz"": ""Boxing""}",3
35115,583012,/m/02scbv,Rambo: First Blood Part II,1985-05-22,,96.0,"{""/m/07zrf"": ""Vietnamese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",0
35118,932171,/m/03r65t,Brainscan,1994,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01hmnh"": ""Fantasy"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/02b5_l"": ""Teen""}",1
35151,2262672,/m/06_557,For Richer or Poorer,1997-12-12,32748995.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",3
35172,20611596,/m/05207yp,Dead Snow,2009-01-09,,92.0,"{""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0hj3n7f"": ""Horror Comedy""}",2
35179,2410609,/m/07b506,Cimarron,1931-02-09,1383000.0,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/060__y"": ""Film adaptation""}",3
35197,3146408,/m/08vf0c,G.O.R.A.,2004-11-12,,127.0,"{""/m/02hwyss"": ""Turkish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01znc_"": ""Turkey""}","{""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",2
35207,83448,/m/0lc0f,Pumping Iron,1977-01-18,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}",0
35220,2492165,/m/07hnbc,Rumor Has It...,2005-12-22,88933562.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3
35246,36899099,/m/0lq63z9,Berberian Sound Studio,2012,,92.0,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",1
35261,6944471,/m/0gy7dj,Never Let Me Go,1953,1750000.0,69.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",3
35288,308898,/m/01sxly,A Fish Called Wanda,1988-07-07,62493712.0,109.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/016vh2"": ""Caper story"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy""}",3
35295,35236730,/m/0j7myb9,Spellbound,2011-12-01,,112.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror"", ""/m/05p553"": ""Comedy film""}",3
35310,697113,/m/033m2w,Big Trouble in Little China,1986-07-02,11100000.0,99.0,"{""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",3
35327,2979277,/m/08hdzn,Bandidas,2006-01-18,18381890.0,93.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/0b90_r"": ""Mexico"", ""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04cb4x"": ""Revisionist Western"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",3
35328,28090023,/m/0b_x748,Sticky Fingers,2009,,108.0,{},"{""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film"", ""/m/03k9fj"": ""Adventure""}",3
35339,5555266,/m/0dsb50,Kapurush,1965-05-07,,74.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/03rk0"": ""India""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema""}",0
35344,28115795,/m/0cm9yqs,Essential Killing,2010-09-06,,83.0,"{""/m/05qqm"": ""Polish Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/05qhw"": ""Poland"", ""/m/03rt9"": ""Ireland"", ""/m/03gj2"": ""Hungary"", ""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/03mqtr"": ""Political drama""}",0
35347,16660805,/m/03ykfv8,Inside,2007,786180.0,85.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01585b"": ""Slasher""}",3
35363,2324069,/m/073vjg,Me Without You,2001-11-23,,107.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",3
35368,24009825,/m/07k8j6q,Hunger,1974-10,,10.0,{},"{""/m/0d060g"": ""Canada""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",0
35369,2339186,/m/074wld,A Tale of Two Sisters,2003-06-13,72541.0,115.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03q4nz"": ""World cinema""}",3
35391,878670,/m/03l29p,First Men in the Moon,1964-11-20,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction""}",1
35395,5753996,/m/0f2w9z,She,1935,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",1
35396,1227422,/m/04k56y,Rudolph the Red-Nosed Reindeer,1964-12-06,,,{},{},"{""/m/06qln"": ""Stop motion"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/0hcr"": ""Animation"", ""/m/015w9s"": ""Television movie""}",0
35425,2872082,/m/0885vt,Mr. Accident,1999,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/09q17"": ""Slapstick""}",3
35436,19124478,/m/04jhh9t,Sherlock Holmes,1922-03-07,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/06ppq"": ""Silent film"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1
35446,2361396,/m/076hrh,Coyote Ugly,2000-07-31,113916474.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04t36"": ""Musical"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3
35450,2751845,/m/080rsw,Girls Will Be Girls,2003,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/0gf28"": ""Parody"", ""/m/01z4y"": ""Comedy""}",3
35460,10037860,/m/02p_pqh,Gold Diggers: The Secret of Bear Mountain,1995-11-03,6029091.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hj3myq"": ""Children's/Family""}",3
35486,23257851,/m/0660ln2,Paa,2009,,133.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}",2
35488,600320,/m/02v5_g,Scream 2,1997-12-10,172363301.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0hj3nby"": ""Media Satire"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n7f"": ""Horror Comedy""}",3
35498,6286627,/m/0f_jd3,A River Runs Through It,1992-09-13,,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/09n5t_"": ""Americana"", ""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film"", ""/m/03bxz7"": ""Biographical film""}",2
35500,19440655,/m/04n66b9,Pentathlon,1994,,101.0,"{""/m/0v0s"": ""Australian English"", ""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/01z02hx"": ""Sports""}",0
35506,1962192,/m/06974q,Poetic Justice,1993-07-23,27515786.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04228s"": ""Road movie""}",3
35516,4080454,/m/0bh0kp,Silver Streak,1934,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",1
35539,142481,/m/011yxg,Moulin Rouge!,2001,179213434.0,127.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0ftnl_"": ""Jukebox musical"", ""/m/04xvh5"": ""Costume drama"", ""/m/0jdm8"": ""Remake"", ""/m/04t36"": ""Musical"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3
35558,8481701,/m/0274_lx,Inferno,1997,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",0
35568,16087926,/m/03qntxf,Aristocrats,1999,,,{},{},"{""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama""}",3
35603,73488,/m/0jqzt,Frankenstein,1931,12000000.0,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0h9qh"": ""Monster""}",1
35611,14820202,/m/03gz32g,Hansel and Gretel,2007-12-27,2206625.0,117.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3n2_"": ""Fantasy Drama""}",3
35628,19440836,/m/04n440y,Men of War,1994-09-03,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}",1
35629,1223711,/m/04jwly,Far from Heaven,2002-09-01,29027914.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/01lrrt"": ""Melodrama"", ""/m/04xvlr"": ""Period piece"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3
35659,1131021,/m/048yqf,Elektra,2005-01-08,56681566.0,96.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",3
35666,2147563,/m/06q8qh,A Prairie Home Companion,2006-06-09,25978442.0,103.0,"{""/m/05f_3"": ""Norwegian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/09n5t_"": ""Americana"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music""}",3
35696,13048086,/m/02z4kdz,2 Days in Paris,2007-08-10,19705002.0,101.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",3
35727,89272,/m/0m910,Dodge City,1939-04-01,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western""}",2
35734,1879413,/m/0636yq,Troop Beverly Hills,1989-03-24,8508843.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy""}",3
